Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
1425,4/2/2023 10:17,Pune,Minor,Foggy,Wet,Car,51,4,Weather
1426,4/15/2024 21:55,Ahmedabad,Severe,Windy,Wet,Car,18,2,Bad Road Condition
1427,11/3/2023 5:57,Pune,Moderate,Rainy,Dry,Bus,20,1,Speeding
1428,11/10/2024 8:40,Kolkata,Moderate,Clear,Wet,Auto Rickshaw,58,5,Speeding
1429,4/1/2023 22:33,Pune,Moderate,Rainy,Icy,Car,32,3,Overtaking
1430,2/3/2024 16:26,Delhi,Moderate,Windy,Under Construction,Truck,60,5,Speeding
1431,11/5/2023 21:07,Ahmedabad,Minor,Rainy,Dry,Truck,20,4,Overtaking
1432,3/6/2024 4:26,Ahmedabad,Minor,Clear,Dry,Truck,37,5,Brake Failure
1433,3/6/2024 19:02,Kolkata,Minor,Snowy,Dry,Bus,43,0,Drunk Driving
1434,12/9/2023 20:10,Chennai,Moderate,Rainy,Wet,Bus,41,5,Brake Failure
1435,1/9/2023 22:36,Ahmedabad,Minor,Windy,Icy,Bike,52,4,Drunk Driving
1436,2/23/2024 19:48,Delhi,Minor,Windy,Wet,Car,50,2,Red Light Violation
1437,3/2/2023 12:26,Hyderabad,Moderate,Snowy,Under Construction,Bike,58,2,Red Light Violation
1438,6/16/2023 8:40,Mumbai,Moderate,Foggy,Icy,Car,29,2,Weather
1439,3/12/2023 16:07,Bangalore,Severe,Snowy,Dry,Bus,48,5,Speeding
1440,10/19/2024 3:23,Bangalore,Minor,Snowy,Dry,Car,26,5,Drunk Driving
1441,2/16/2024 17:13,Mumbai,Moderate,Snowy,Potholes,Bike,30,2,Overtaking
1442,1/30/2023 15:16,Bangalore,Severe,Foggy,Icy,Car,42,0,Red Light Violation
1443,4/9/2023 9:24,Mumbai,Moderate,Windy,Under Construction,Car,51,5,Brake Failure
1444,7/11/2023 22:44,Chennai,Severe,Rainy,Potholes,Auto Rickshaw,39,0,Bad Road Condition
1445,11/29/2023 19:08,Chennai,Severe,Windy,Icy,Bicycle,34,4,Speeding
1446,12/17/2023 6:46,Delhi,Moderate,Foggy,Under Construction,Bus,26,4,Speeding
1447,8/21/2024 4:34,Kolkata,Severe,Snowy,Potholes,Truck,65,5,Brake Failure
1448,10/9/2023 13:15,Chennai,Minor,Rainy,Dry,Bike,63,0,Drunk Driving
1449,3/31/2024 16:35,Chennai,Moderate,Foggy,Potholes,Auto Rickshaw,37,4,Brake Failure
1450,10/22/2023 6:03,Chennai,Moderate,Snowy,Potholes,Truck,28,1,Speeding
1451,8/8/2024 5:55,Delhi,Moderate,Foggy,Wet,Car,46,1,Brake Failure
1452,10/29/2023 16:56,Chennai,Severe,Windy,Potholes,Truck,39,3,Brake Failure
1453,12/17/2023 21:29,Kolkata,Severe,Windy,Dry,Truck,26,1,Weather
1454,12/20/2023 8:09,Mumbai,Severe,Snowy,Icy,Bike,46,0,Red Light Violation
1455,2/3/2024 6:06,Bangalore,Severe,Clear,Under Construction,Truck,35,2,Bad Road Condition
1456,4/24/2023 20:38,Mumbai,Severe,Clear,Potholes,Bike,44,5,Weather
1457,11/13/2024 22:39,Hyderabad,Severe,Foggy,Wet,Bicycle,26,2,Speeding
1458,9/4/2024 7:48,Delhi,Moderate,Foggy,Wet,Car,46,0,Weather
1459,7/19/2024 8:44,Hyderabad,Severe,Clear,Dry,Bike,65,1,Bad Road Condition
1460,10/23/2023 18:15,Ahmedabad,Moderate,Snowy,Under Construction,Bicycle,47,4,Speeding
1461,11/10/2023 5:49,Chennai,Severe,Clear,Icy,Truck,47,5,Weather
1462,11/22/2023 6:27,Mumbai,Minor,Rainy,Potholes,Truck,23,2,Weather
1463,2/5/2023 19:26,Pune,Minor,Clear,Icy,Bicycle,18,4,Bad Road Condition
1464,8/11/2024 19:31,Pune,Moderate,Foggy,Icy,Bike,35,5,Brake Failure
1465,5/2/2024 13:24,Bangalore,Severe,Clear,Potholes,Car,57,1,Speeding
1466,12/2/2023 3:00,Pune,Moderate,Snowy,Under Construction,Bus,29,5,Bad Road Condition
1467,4/21/2023 6:37,Kolkata,Minor,Snowy,Under Construction,Truck,25,0,Speeding
1468,8/22/2023 21:03,Bangalore,Severe,Clear,Icy,Truck,39,3,Brake Failure
1469,4/27/2023 0:50,Hyderabad,Severe,Windy,Wet,Bus,40,5,Red Light Violation
1470,4/17/2023 14:23,Pune,Severe,Windy,Potholes,Truck,48,1,Drunk Driving
1471,8/12/2024 5:07,Delhi,Moderate,Foggy,Dry,Car,58,1,Speeding
1472,5/5/2024 10:43,Chennai,Severe,Clear,Wet,Truck,60,3,Red Light Violation
1473,1/3/2023 20:59,Chennai,Moderate,Snowy,Wet,Bike,64,2,Brake Failure
1474,4/9/2024 23:48,Bangalore,Minor,Snowy,Potholes,Car,28,2,Overtaking
1475,7/28/2024 5:37,Mumbai,Moderate,Windy,Icy,Auto Rickshaw,19,3,Brake Failure
1476,2/6/2024 20:53,Pune,Severe,Clear,Potholes,Car,56,5,Drunk Driving
1477,12/21/2023 1:38,Ahmedabad,Severe,Foggy,Potholes,Auto Rickshaw,18,5,Speeding
1478,2/11/2024 13:36,Delhi,Moderate,Clear,Wet,Truck,26,5,Bad Road Condition
1479,11/18/2023 18:34,Kolkata,Moderate,Snowy,Potholes,Bus,46,1,Overtaking
1480,3/21/2023 23:12,Pune,Severe,Foggy,Dry,Bike,27,2,Brake Failure
1481,9/4/2023 19:15,Chennai,Minor,Foggy,Potholes,Truck,38,3,Brake Failure
1482,10/26/2024 16:15,Mumbai,Minor,Foggy,Under Construction,Auto Rickshaw,64,1,Bad Road Condition
1483,9/21/2023 16:18,Ahmedabad,Severe,Foggy,Wet,Auto Rickshaw,59,0,Overtaking
1484,2/20/2024 2:13,Hyderabad,Severe,Rainy,Icy,Car,40,5,Red Light Violation
1485,9/4/2024 14:08,Bangalore,Severe,Windy,Icy,Bus,26,4,Overtaking
1486,5/31/2023 13:13,Mumbai,Moderate,Clear,Dry,Truck,58,2,Weather
1487,8/23/2024 19:11,Kolkata,Minor,Foggy,Wet,Bus,27,0,Speeding
1488,7/5/2023 21:13,Mumbai,Minor,Clear,Under Construction,Bicycle,32,0,Drunk Driving
1489,5/3/2024 4:16,Pune,Severe,Windy,Dry,Bus,21,2,Weather
1490,4/15/2023 9:39,Kolkata,Moderate,Clear,Under Construction,Car,42,0,Speeding
1491,3/9/2023 11:50,Kolkata,Severe,Clear,Under Construction,Auto Rickshaw,45,4,Red Light Violation
1492,5/1/2023 21:09,Mumbai,Severe,Snowy,Potholes,Bicycle,26,5,Brake Failure
1493,2/13/2023 8:26,Hyderabad,Moderate,Clear,Icy,Bus,56,3,Red Light Violation
1494,3/6/2024 3:51,Delhi,Severe,Clear,Potholes,Bicycle,24,0,Red Light Violation
1495,10/8/2023 18:17,Bangalore,Severe,Rainy,Dry,Bike,60,2,Red Light Violation
1496,7/19/2023 21:52,Mumbai,Minor,Clear,Icy,Truck,39,1,Brake Failure
1497,1/18/2024 3:48,Chennai,Minor,Rainy,Dry,Truck,37,3,Bad Road Condition
1498,11/27/2024 21:41,Bangalore,Minor,Rainy,Under Construction,Bus,32,2,Brake Failure
1499,9/21/2023 10:33,Hyderabad,Severe,Rainy,Under Construction,Auto Rickshaw,33,3,Drunk Driving
1500,7/4/2023 5:02,Bangalore,Severe,Foggy,Under Construction,Car,59,0,Brake Failure
1501,4/25/2023 12:47,Kolkata,Severe,Windy,Potholes,Truck,65,5,Speeding
1502,1/11/2024 15:44,Chennai,Severe,Snowy,Dry,Auto Rickshaw,21,5,Drunk Driving
1503,1/20/2024 8:45,Ahmedabad,Severe,Snowy,Dry,Bicycle,26,0,Drunk Driving
1504,4/14/2024 6:16,Bangalore,Severe,Snowy,Wet,Truck,40,2,Overtaking
1505,8/9/2023 18:39,Hyderabad,Minor,Rainy,Dry,Bicycle,22,5,Bad Road Condition
1506,3/12/2023 2:09,Chennai,Severe,Windy,Icy,Car,57,4,Brake Failure
1507,2/11/2024 3:43,Chennai,Severe,Windy,Icy,Car,65,1,Weather
1508,7/8/2023 22:53,Kolkata,Severe,Foggy,Dry,Auto Rickshaw,39,3,Weather
1509,4/12/2023 9:19,Pune,Moderate,Clear,Icy,Bus,64,4,Speeding
1510,6/8/2023 16:39,Delhi,Minor,Rainy,Icy,Bicycle,22,1,Drunk Driving
1511,5/27/2024 22:40,Delhi,Minor,Clear,Icy,Auto Rickshaw,63,5,Red Light Violation
1512,1/29/2024 16:45,Delhi,Minor,Rainy,Under Construction,Bicycle,46,4,Drunk Driving
1513,1/6/2023 22:38,Delhi,Minor,Clear,Potholes,Car,65,4,Bad Road Condition
1514,6/21/2024 13:23,Mumbai,Minor,Windy,Icy,Bus,20,5,Overtaking
1515,6/27/2023 11:21,Kolkata,Severe,Clear,Wet,Bicycle,36,4,Red Light Violation
1516,5/27/2024 16:39,Mumbai,Moderate,Clear,Under Construction,Truck,31,4,Drunk Driving
1517,1/17/2024 2:09,Chennai,Minor,Snowy,Dry,Car,32,0,Red Light Violation
1518,2/1/2023 6:31,Delhi,Moderate,Foggy,Icy,Bike,40,2,Overtaking
1519,5/25/2023 16:58,Bangalore,Severe,Windy,Under Construction,Car,56,1,Speeding
1520,11/1/2024 21:42,Kolkata,Minor,Windy,Potholes,Bus,33,3,Drunk Driving
1521,8/23/2023 4:51,Ahmedabad,Severe,Clear,Wet,Bus,24,5,Red Light Violation
1522,11/22/2024 7:48,Chennai,Severe,Foggy,Potholes,Bike,54,1,Red Light Violation
1523,12/15/2024 19:02,Ahmedabad,Moderate,Clear,Under Construction,Truck,54,1,Brake Failure
1524,7/15/2023 21:13,Hyderabad,Minor,Windy,Wet,Car,33,5,Weather
1525,1/31/2023 6:23,Ahmedabad,Moderate,Foggy,Under Construction,Truck,26,0,Speeding
1526,8/23/2024 8:58,Kolkata,Minor,Rainy,Under Construction,Car,36,4,Overtaking
1527,8/24/2023 19:10,Ahmedabad,Minor,Foggy,Potholes,Auto Rickshaw,30,1,Speeding
1528,4/25/2024 15:53,Ahmedabad,Moderate,Rainy,Icy,Bike,54,1,Overtaking
1529,8/3/2023 1:00,Kolkata,Moderate,Clear,Icy,Bus,35,1,Red Light Violation
1530,4/11/2023 14:14,Mumbai,Moderate,Snowy,Under Construction,Bus,52,5,Bad Road Condition
1531,10/31/2024 20:06,Pune,Moderate,Clear,Wet,Car,25,5,Speeding
1532,8/20/2024 15:52,Kolkata,Minor,Rainy,Under Construction,Bike,46,0,Speeding
1533,7/31/2024 10:15,Chennai,Minor,Rainy,Wet,Car,20,3,Speeding
1534,2/25/2024 20:03,Hyderabad,Moderate,Windy,Icy,Auto Rickshaw,26,5,Weather
1535,3/6/2024 10:04,Kolkata,Minor,Foggy,Under Construction,Truck,47,5,Brake Failure
1536,11/10/2024 17:10,Chennai,Moderate,Rainy,Icy,Bike,49,0,Speeding
1537,12/8/2023 12:23,Ahmedabad,Minor,Rainy,Dry,Bicycle,52,1,Red Light Violation
1538,10/26/2024 18:44,Bangalore,Moderate,Snowy,Icy,Auto Rickshaw,27,3,Speeding
1539,10/8/2023 17:09,Mumbai,Severe,Snowy,Dry,Bicycle,54,4,Weather
1540,10/26/2023 17:40,Ahmedabad,Severe,Foggy,Dry,Auto Rickshaw,41,4,Red Light Violation
1541,4/24/2023 6:36,Ahmedabad,Severe,Windy,Icy,Bike,33,0,Speeding
1542,10/16/2024 2:41,Hyderabad,Minor,Foggy,Potholes,Auto Rickshaw,60,4,Drunk Driving
1543,1/9/2024 1:28,Chennai,Severe,Rainy,Wet,Bike,19,2,Drunk Driving
1544,5/5/2024 5:00,Hyderabad,Severe,Windy,Dry,Auto Rickshaw,63,3,Bad Road Condition
1545,5/21/2023 1:46,Chennai,Severe,Windy,Potholes,Bus,29,0,Bad Road Condition
1546,2/17/2024 9:39,Chennai,Severe,Windy,Icy,Bike,58,1,Overtaking
1547,4/30/2023 21:09,Pune,Minor,Rainy,Wet,Auto Rickshaw,48,3,Red Light Violation
1548,1/30/2024 16:10,Ahmedabad,Minor,Foggy,Icy,Bicycle,55,3,Brake Failure
1549,10/24/2023 4:42,Pune,Minor,Snowy,Dry,Bike,50,5,Bad Road Condition
1550,8/14/2024 2:25,Kolkata,Moderate,Foggy,Icy,Truck,22,4,Speeding
1551,5/16/2023 13:10,Mumbai,Severe,Clear,Dry,Bus,55,5,Red Light Violation
1552,2/6/2023 14:59,Bangalore,Severe,Clear,Icy,Truck,64,2,Drunk Driving
1553,5/10/2024 13:47,Hyderabad,Moderate,Snowy,Under Construction,Car,33,1,Red Light Violation
1554,11/7/2023 21:00,Ahmedabad,Minor,Snowy,Dry,Auto Rickshaw,22,4,Bad Road Condition
1555,5/31/2024 9:32,Pune,Moderate,Snowy,Wet,Bicycle,65,5,Weather
1556,1/4/2024 1:58,Pune,Severe,Foggy,Icy,Bicycle,35,5,Weather
1557,10/28/2024 20:31,Bangalore,Moderate,Snowy,Wet,Bike,34,1,Speeding
1558,8/16/2024 12:31,Kolkata,Severe,Clear,Under Construction,Truck,50,1,Weather
1559,2/9/2024 16:34,Kolkata,Moderate,Foggy,Dry,Bus,51,5,Drunk Driving
1560,12/2/2024 2:49,Delhi,Minor,Rainy,Potholes,Bicycle,24,5,Drunk Driving
1561,3/23/2023 12:11,Hyderabad,Minor,Windy,Icy,Bicycle,43,0,Drunk Driving
1562,2/12/2024 21:32,Bangalore,Minor,Snowy,Icy,Bus,21,5,Bad Road Condition
1563,8/17/2023 4:07,Delhi,Moderate,Snowy,Wet,Bike,43,5,Speeding
1564,12/25/2024 11:17,Mumbai,Moderate,Foggy,Under Construction,Truck,23,2,Speeding
1565,7/20/2024 10:32,Hyderabad,Minor,Snowy,Icy,Truck,48,0,Brake Failure
1566,4/4/2024 7:39,Kolkata,Severe,Clear,Dry,Bus,46,2,Overtaking
1567,10/5/2023 16:30,Bangalore,Minor,Snowy,Potholes,Bicycle,64,2,Overtaking
1568,3/24/2024 3:14,Kolkata,Moderate,Rainy,Under Construction,Truck,48,4,Bad Road Condition
1569,6/15/2023 14:00,Chennai,Moderate,Foggy,Under Construction,Bike,37,3,Brake Failure
1570,3/21/2024 15:20,Hyderabad,Moderate,Rainy,Potholes,Car,40,4,Weather
1571,10/20/2024 22:11,Pune,Moderate,Foggy,Wet,Bus,59,1,Overtaking
1572,6/9/2024 17:33,Bangalore,Minor,Windy,Dry,Bus,34,5,Drunk Driving
1573,1/8/2023 22:13,Chennai,Minor,Clear,Dry,Bike,62,2,Bad Road Condition
1574,3/13/2023 6:33,Bangalore,Severe,Snowy,Under Construction,Bicycle,41,2,Brake Failure
1575,6/5/2023 1:50,Ahmedabad,Moderate,Windy,Under Construction,Car,42,0,Brake Failure
1576,4/7/2024 20:06,Pune,Moderate,Foggy,Icy,Bicycle,30,4,Speeding
1577,2/29/2024 8:15,Kolkata,Severe,Snowy,Under Construction,Auto Rickshaw,22,5,Red Light Violation
1578,9/12/2024 0:10,Ahmedabad,Minor,Snowy,Dry,Auto Rickshaw,43,5,Speeding
1579,7/4/2024 14:37,Delhi,Moderate,Snowy,Wet,Car,35,4,Red Light Violation
1580,10/25/2024 15:19,Mumbai,Minor,Snowy,Potholes,Bicycle,33,4,Weather
1581,9/14/2024 15:36,Delhi,Severe,Snowy,Dry,Bus,36,4,Brake Failure
1582,11/25/2023 4:27,Pune,Moderate,Foggy,Wet,Bus,34,5,Red Light Violation
1583,7/24/2023 3:34,Mumbai,Minor,Snowy,Icy,Bike,34,2,Overtaking
1584,10/24/2024 20:07,Delhi,Minor,Snowy,Icy,Bicycle,39,5,Bad Road Condition
1585,11/15/2024 22:08,Kolkata,Severe,Clear,Wet,Car,41,0,Red Light Violation
1586,10/24/2024 20:20,Pune,Minor,Snowy,Icy,Bike,63,5,Weather
1587,12/9/2024 17:14,Kolkata,Moderate,Rainy,Under Construction,Auto Rickshaw,49,4,Brake Failure
1588,3/26/2023 8:10,Delhi,Moderate,Foggy,Icy,Bicycle,45,1,Red Light Violation
1589,11/8/2023 14:53,Kolkata,Minor,Foggy,Icy,Bus,41,4,Drunk Driving
1590,11/19/2024 18:31,Chennai,Moderate,Snowy,Icy,Truck,38,5,Bad Road Condition
1591,10/16/2023 5:49,Hyderabad,Severe,Windy,Potholes,Bicycle,52,1,Speeding
1592,5/1/2023 21:00,Hyderabad,Minor,Snowy,Under Construction,Car,59,2,Weather
1593,7/21/2023 0:39,Ahmedabad,Minor,Foggy,Potholes,Auto Rickshaw,31,1,Drunk Driving
1594,2/26/2023 11:12,Bangalore,Severe,Snowy,Under Construction,Car,53,4,Speeding
1595,4/14/2024 22:36,Hyderabad,Minor,Windy,Icy,Car,54,4,Red Light Violation
1596,3/5/2024 7:43,Delhi,Severe,Snowy,Potholes,Bus,39,3,Speeding
1597,1/23/2023 6:07,Bangalore,Moderate,Snowy,Under Construction,Bus,62,2,Drunk Driving
1598,9/7/2023 8:37,Delhi,Minor,Foggy,Under Construction,Auto Rickshaw,34,0,Speeding
1599,12/9/2023 16:31,Pune,Severe,Clear,Dry,Bike,61,2,Red Light Violation
1600,9/3/2023 21:24,Delhi,Minor,Rainy,Potholes,Bus,25,5,Bad Road Condition
1601,11/8/2024 8:18,Bangalore,Minor,Rainy,Under Construction,Bicycle,55,4,Drunk Driving
1602,5/5/2024 11:39,Ahmedabad,Moderate,Clear,Icy,Auto Rickshaw,64,3,Brake Failure
1603,11/27/2023 21:13,Chennai,Moderate,Foggy,Potholes,Bicycle,48,3,Speeding
1604,10/31/2024 4:33,Delhi,Minor,Clear,Under Construction,Car,28,1,Overtaking
1605,10/31/2024 14:52,Ahmedabad,Moderate,Clear,Dry,Bus,26,2,Drunk Driving
1606,11/28/2023 19:43,Bangalore,Severe,Rainy,Wet,Bike,61,5,Red Light Violation
1607,10/5/2024 4:43,Mumbai,Minor,Snowy,Dry,Car,50,4,Drunk Driving
1608,2/24/2024 12:42,Chennai,Moderate,Snowy,Icy,Bicycle,25,1,Overtaking
1609,12/13/2023 14:58,Bangalore,Severe,Clear,Under Construction,Bicycle,20,3,Red Light Violation
1610,10/10/2023 15:42,Bangalore,Severe,Windy,Under Construction,Truck,40,5,Overtaking
1611,1/17/2023 15:44,Pune,Moderate,Windy,Icy,Bicycle,19,2,Bad Road Condition
1612,6/24/2024 0:11,Bangalore,Minor,Snowy,Potholes,Bicycle,36,5,Drunk Driving
1613,7/30/2023 1:07,Kolkata,Severe,Windy,Potholes,Truck,33,1,Overtaking
1614,11/18/2024 4:00,Mumbai,Minor,Windy,Potholes,Truck,39,2,Overtaking
1615,6/15/2024 6:58,Ahmedabad,Minor,Windy,Icy,Bicycle,65,1,Red Light Violation
1616,10/6/2024 6:43,Bangalore,Severe,Clear,Icy,Bus,62,5,Brake Failure
1617,8/28/2023 0:04,Mumbai,Minor,Rainy,Under Construction,Car,34,5,Weather
1618,2/7/2023 22:30,Kolkata,Minor,Windy,Wet,Car,50,1,Drunk Driving
1619,9/16/2024 18:59,Ahmedabad,Severe,Snowy,Icy,Bicycle,52,0,Weather
1620,12/6/2023 19:59,Hyderabad,Moderate,Clear,Potholes,Bus,18,3,Brake Failure
1621,7/7/2024 22:53,Chennai,Severe,Windy,Potholes,Auto Rickshaw,21,1,Drunk Driving
1622,3/3/2024 13:04,Hyderabad,Moderate,Rainy,Dry,Bicycle,62,4,Overtaking
1623,8/18/2024 13:26,Bangalore,Moderate,Clear,Icy,Car,58,3,Bad Road Condition
1624,9/27/2023 11:04,Kolkata,Moderate,Windy,Dry,Bicycle,24,5,Red Light Violation
1625,4/19/2023 20:19,Bangalore,Severe,Rainy,Wet,Bus,49,2,Weather
1626,10/19/2023 19:42,Pune,Severe,Clear,Dry,Car,32,2,Drunk Driving
1627,6/23/2023 15:05,Pune,Minor,Clear,Under Construction,Auto Rickshaw,21,3,Brake Failure
1628,8/29/2023 23:03,Kolkata,Severe,Foggy,Under Construction,Car,19,5,Bad Road Condition
1629,3/25/2024 5:32,Mumbai,Severe,Snowy,Wet,Auto Rickshaw,38,3,Red Light Violation
1630,1/9/2023 2:23,Bangalore,Moderate,Clear,Wet,Car,30,2,Overtaking
1631,10/9/2023 23:23,Pune,Minor,Foggy,Potholes,Auto Rickshaw,45,1,Speeding
1632,5/1/2024 2:45,Mumbai,Minor,Snowy,Icy,Auto Rickshaw,38,5,Overtaking
1633,9/19/2024 5:36,Bangalore,Moderate,Clear,Potholes,Bicycle,26,1,Drunk Driving
1634,8/19/2024 0:03,Mumbai,Minor,Windy,Dry,Bicycle,20,5,Red Light Violation
1635,5/5/2023 2:54,Ahmedabad,Moderate,Foggy,Wet,Bus,53,1,Overtaking
1636,5/11/2024 23:37,Hyderabad,Severe,Rainy,Under Construction,Bicycle,59,1,Bad Road Condition
1637,11/17/2023 17:33,Pune,Moderate,Rainy,Potholes,Car,24,1,Overtaking
1638,10/30/2023 4:43,Mumbai,Moderate,Rainy,Wet,Truck,59,3,Drunk Driving
1639,3/18/2024 18:13,Delhi,Severe,Rainy,Dry,Truck,44,0,Brake Failure
1640,6/9/2024 15:13,Ahmedabad,Minor,Foggy,Dry,Auto Rickshaw,48,3,Drunk Driving
1641,4/28/2023 5:37,Chennai,Minor,Snowy,Dry,Bike,25,3,Overtaking
1642,3/6/2023 10:41,Delhi,Moderate,Rainy,Potholes,Auto Rickshaw,24,0,Brake Failure
1643,5/18/2023 2:42,Kolkata,Minor,Windy,Potholes,Car,23,1,Drunk Driving
1644,8/22/2023 14:38,Chennai,Moderate,Foggy,Under Construction,Truck,59,0,Bad Road Condition
1645,8/7/2023 23:29,Delhi,Severe,Rainy,Wet,Bicycle,28,3,Drunk Driving
1646,11/26/2024 10:55,Bangalore,Minor,Clear,Potholes,Bicycle,45,3,Brake Failure
1647,7/10/2023 20:27,Mumbai,Moderate,Foggy,Icy,Auto Rickshaw,54,3,Weather
1648,9/26/2024 4:10,Bangalore,Severe,Snowy,Under Construction,Truck,60,0,Weather
1649,6/13/2024 23:12,Mumbai,Minor,Clear,Wet,Bike,52,2,Red Light Violation
1650,10/30/2023 3:23,Chennai,Minor,Snowy,Wet,Truck,45,4,Weather
1651,2/28/2023 15:50,Chennai,Minor,Rainy,Under Construction,Bike,46,1,Speeding
1652,7/10/2023 5:30,Delhi,Minor,Clear,Under Construction,Bicycle,18,5,Overtaking
1653,3/11/2023 7:58,Hyderabad,Moderate,Clear,Icy,Truck,38,3,Overtaking
1654,12/14/2023 16:28,Ahmedabad,Severe,Rainy,Potholes,Car,20,2,Red Light Violation
1655,9/10/2023 19:38,Ahmedabad,Minor,Snowy,Potholes,Car,50,0,Drunk Driving
1656,12/18/2024 0:33,Delhi,Minor,Snowy,Potholes,Truck,27,1,Bad Road Condition
1657,2/28/2023 16:25,Pune,Minor,Snowy,Icy,Bike,25,4,Overtaking
1658,12/16/2024 12:25,Bangalore,Severe,Snowy,Wet,Bike,26,3,Overtaking
1659,3/5/2023 0:30,Delhi,Moderate,Rainy,Wet,Bus,23,0,Red Light Violation
1660,7/30/2023 5:01,Mumbai,Minor,Rainy,Icy,Car,22,3,Red Light Violation
1661,7/6/2024 5:12,Kolkata,Moderate,Rainy,Potholes,Auto Rickshaw,48,4,Drunk Driving
1662,2/16/2024 5:26,Pune,Minor,Windy,Potholes,Bus,31,1,Overtaking
1663,3/4/2024 14:53,Pune,Minor,Rainy,Dry,Bus,45,0,Bad Road Condition
1664,1/10/2024 20:31,Delhi,Moderate,Rainy,Wet,Truck,32,4,Bad Road Condition
1665,12/29/2024 1:20,Pune,Moderate,Foggy,Potholes,Car,19,2,Red Light Violation
1666,1/16/2023 23:44,Bangalore,Minor,Clear,Wet,Truck,51,0,Weather
1667,10/3/2023 4:21,Mumbai,Severe,Clear,Wet,Car,30,0,Weather
1668,5/17/2024 18:45,Pune,Minor,Foggy,Potholes,Bicycle,28,3,Weather
1669,12/17/2023 23:40,Mumbai,Minor,Snowy,Under Construction,Auto Rickshaw,49,1,Drunk Driving
1670,8/15/2024 6:20,Pune,Moderate,Foggy,Wet,Auto Rickshaw,23,5,Red Light Violation
1671,1/9/2023 10:51,Delhi,Moderate,Rainy,Wet,Truck,47,4,Red Light Violation
1672,12/23/2023 13:10,Delhi,Severe,Snowy,Wet,Bus,20,2,Bad Road Condition
1673,10/6/2024 8:30,Mumbai,Minor,Clear,Potholes,Truck,25,2,Red Light Violation
1674,6/1/2023 7:04,Chennai,Moderate,Clear,Dry,Truck,57,1,Speeding
1675,2/9/2024 21:41,Pune,Minor,Clear,Potholes,Bus,63,0,Red Light Violation
1676,11/30/2024 1:55,Ahmedabad,Moderate,Foggy,Icy,Car,60,3,Bad Road Condition
1677,5/22/2024 10:18,Kolkata,Minor,Windy,Dry,Bus,64,0,Brake Failure
1678,9/22/2024 23:40,Mumbai,Moderate,Foggy,Dry,Bicycle,20,5,Weather
1679,7/23/2023 16:16,Ahmedabad,Minor,Windy,Wet,Bus,57,3,Speeding
1680,4/23/2023 7:34,Delhi,Moderate,Foggy,Dry,Bus,43,3,Overtaking
1681,12/23/2023 2:35,Pune,Moderate,Clear,Dry,Car,21,2,Weather
1682,2/11/2023 5:22,Mumbai,Severe,Windy,Potholes,Car,18,1,Red Light Violation
1683,3/13/2023 23:29,Bangalore,Severe,Snowy,Dry,Auto Rickshaw,52,0,Overtaking
1684,7/3/2024 19:43,Bangalore,Minor,Snowy,Potholes,Auto Rickshaw,57,2,Drunk Driving
1685,12/12/2024 17:54,Bangalore,Severe,Windy,Wet,Bike,24,5,Speeding
1686,4/27/2023 22:48,Mumbai,Severe,Clear,Dry,Car,24,5,Red Light Violation
1687,2/19/2023 14:23,Hyderabad,Minor,Clear,Wet,Car,36,4,Drunk Driving
1688,12/20/2024 18:09,Bangalore,Minor,Rainy,Wet,Truck,33,5,Red Light Violation
1689,5/19/2023 10:40,Mumbai,Moderate,Clear,Potholes,Bus,44,3,Red Light Violation
1690,2/21/2024 18:58,Ahmedabad,Minor,Clear,Dry,Car,52,3,Overtaking
1691,8/7/2023 16:01,Mumbai,Moderate,Rainy,Under Construction,Bike,26,1,Red Light Violation
1692,7/7/2024 4:10,Kolkata,Moderate,Clear,Wet,Bus,36,2,Brake Failure
1693,2/21/2023 2:25,Kolkata,Severe,Rainy,Icy,Bicycle,28,5,Brake Failure
1694,6/18/2023 23:17,Mumbai,Minor,Foggy,Dry,Auto Rickshaw,42,0,Weather
1695,11/18/2024 20:41,Ahmedabad,Moderate,Rainy,Dry,Bus,48,3,Red Light Violation
1696,2/11/2024 10:03,Chennai,Minor,Windy,Potholes,Car,49,3,Brake Failure
1697,1/12/2023 7:20,Kolkata,Moderate,Snowy,Icy,Car,48,4,Drunk Driving
1698,6/7/2024 14:58,Mumbai,Minor,Clear,Dry,Bicycle,48,3,Speeding
1699,12/25/2024 17:57,Chennai,Severe,Clear,Wet,Bicycle,22,5,Overtaking
1700,5/22/2024 0:22,Chennai,Moderate,Windy,Wet,Car,19,3,Drunk Driving
1701,4/16/2023 5:03,Ahmedabad,Severe,Foggy,Wet,Auto Rickshaw,29,0,Weather
1702,9/18/2024 10:39,Kolkata,Severe,Rainy,Potholes,Bike,57,1,Overtaking
1703,2/18/2024 23:52,Mumbai,Minor,Windy,Under Construction,Truck,39,3,Bad Road Condition
1704,9/25/2024 18:37,Delhi,Moderate,Foggy,Wet,Bicycle,25,3,Brake Failure
1705,9/23/2023 2:39,Chennai,Severe,Windy,Potholes,Truck,35,4,Speeding
1706,11/9/2024 5:49,Hyderabad,Moderate,Foggy,Dry,Car,44,1,Weather
1707,8/12/2024 21:49,Kolkata,Minor,Rainy,Icy,Car,18,1,Brake Failure
